timestamp,method_name,method,angle,surface,peak_variables,variable,n,mean,std,median,q1,q3,min,max,iqr
2026-03-08 21:28:29,test,z,30,Wood,force_z,peak_signal,10,45.489999999999995,3.419780694722982,44.65,43.949999999999996,47.975,41.0,52.0,4.025000000000006
2026-03-08 21:29:12,test,xy,30,Wood,force_x|force_y,peak_signal,10,7.382757652344847,0.6881465169808932,7.357483852850323,6.809884863802303,7.891041842179163,6.2903678741926425,8.536927829261444,1.0811569783768604
2026-03-08 21:33:11,test,roll_pitch,30,Wood,torque_x|torque_y,peak_signal,10,1.8937830687830686,0.6370266686257416,7.875,7.3796296296296298,8.1875,6.0925925925925926,9.1296296296296298,0.8078703703703702
2026-03-08 21:57:52,test,roll_pitch,30,Metal,torque_x|torque_y,peak_signal,10,5.650185185185185,1.5432929544027265,5.592857142857143,4.071428571428571,7.066071428571429,3.85,7.692857142857143,2.994642857142858
2026-03-08 22:29:30,test,xy,30,Metal,force_y,peak_signal,10,9.163156416736872,0.7210077281513381,9.238977815220444,8.810727323785454,9.604043807919124,7.919123841617523,10.446503791069924,0.7933164841336708
2026-03-08 22:36:20,test,z,30,Metal,force_z,peak_signal,5,39.48,4.17775059092809,36.8,36.3,44.2,35.2,44.9,7.900000000000006
2026-03-08 22:38:43,test,yaw,30,Metal,torque_z,peak_signal,5,0.5117159763313609,0.2393022313490703,0.52,0.488165680473373,0.53710059171597635,0.4133136094674556,0.7893491124260355,0.008284023668639062
2026-03-08 22:49:51,yaw_0_Plexi,z,30,Plexi,force_z,peak_signal,5,37.02,4.5419819462432915,37.7,33.0,39.9,31.0,43.5,6.899999999999999
2026-03-08 23:02:56,yaw_0_Plexi,z,60,Plexi,force_z,peak_signal,5,32.339999999999996,2.6971095639591645,32.6,31.1,32.7,28.5,36.8,1.6000000000000014
2026-03-08 23:03:50,yaw_0_Plexi,xy,60,Plexi,force_x|force_y,peak_signal,5,5.021061499578771,0.2606638896011749,9.898595900028082,9.670513900589722,10.198595900028082,9.461611906767762,11.475989890480203,0.028081999438359873
2026-03-08 23:07:43,yaw_0_Plexi,roll_pitch,60,Plexi,torque_x|torque_y,peak_signal,5,6.28888888888889,0.24084043519794904,6.194444444444445,6.101851851851852,6.574074074074074,6.0,6.774074074074074,0.4722222222222223
2026-03-08 23:11:13,yaw_0_Plexi,yaw,60,Plexi,torque_z,peak_signal,5,0.20236686390532546,0.004792534137589726,0.60236686390532543,0.54763313609467456,0.62710059171597633,0.49644970414201182,0.70828402366863905,0.009467455621301774
2026-03-08 23:19:19,yaw_0_Plexi,yaw,60,Wood,torque_z,peak_signal,10,0.5594082840236687,0.018741990574827113,0.5538461538461539,0.5431952662721893,0.5730769230769232,0.5384615384615384,0.6,0.02988165680473387
2026-03-08 23:21:21,yaw_0_Plexi,z,60,Wood,force_z,peak_signal,10,21.160000000000004,9.915866074125852,27.65,23.75,32.275000000000002,18.5,42.2,10.525000000000002
2026-03-08 23:27:36,yaw_0_Plexi,xy,60,Wood,force_y,peak_signal,10,10.000000000000002,1.0374731174089962,9.800617803987645,9.561920808761585,10.362257792754844,8.621173827576524,12.327997753440044,0.8003369839932599
2026-03-08 23:28:33,yaw_0_Plexi,roll_pitch,60,Wood,torque_x,peak_signal,10,9.295370370370371,1.450589079053355,8.787037037037038,8.42824074074074,9.324074074074074,7.87962962962963,12.50925925925926,0.8958333333333339
2026-03-08 23:31:22,yaw_0_Plexi,roll_pitch,60,Metal,torque_x,peak_signal,10,12.16851851851852,0.6681542046206571,10.337962962962964,9.95138888888889,10.534722222222221,9.0,12.037037037037036,0.5833333333333321
2026-03-08 23:33:34,yaw_0_Plexi,z,60,Metal,force_z,peak_signal,10,35.8,11.067881459430255,33.25,27.5,35.1,25.5,58.2,7.600000000000001
2026-03-08 23:34:45,yaw_0_Plexi,xy,60,Metal,force_y,peak_signal,10,8.972198820556025,0.5950800306239408,8.873911822521762,8.550968828980624,9.196854816062904,8.115697837686044,10.306093793878125,0.6458859870822806
2026-03-08 23:35:49,yaw_0_Plexi,yaw,60,Metal,torque_z,peak_signal,10,0.7857988165680473,0.1434991152536094,0.7431952662721893,0.6636094674556213,0.8884615384615384,0.6236686390532544,1.0686390532544379,0.2248520710059171
2026-03-08 23:42:16,yaw_0_Plexi,yaw,90,Metal,torque_z,peak_signal,10,0.6853254437869822,0.1437365192574365,0.6585798816568047,0.5763313609467455,0.7890532544378699,0.5076923076923077,0.9538461538461539,0.21272189349112436
2026-03-08 23:43:20,yaw_0_Plexi,z,90,Metal,force_z,peak_signal,10,36.71,9.30219866483188,25.2,18.45,33.55,16.0,45.7,15.099999999999998
2026-03-08 23:44:06,yaw_0_Plexi,xy,90,Metal,force_y,peak_signal,10,7.5035102499297945,0.6402203186333262,7.399606852007863,6.943274361134513,8.024431339511374,6.739679865206403,8.480763830384724,1.0811569783768604
2026-03-08 23:46:03,yaw_0_Plexi,roll_pitch,90,Metal,torque_x,peak_signal,10,5.788888888888889,0.862312980459451,5.430555555555555,5.136574074074074,6.243055555555555,4.935185185185185,7.62962962962963,1.106481481481481
2026-03-08 23:49:28,yaw_0_Plexi,roll_pitch,90,Wood,torque_x,peak_signal,10,6.866666666666665,0.8264240318287505,6.583333333333333,6.3657407407407405,6.953703703703703,6.138888888888889,9.11111111111111,0.5879629629629628
2026-03-08 23:50:43,yaw_0_Plexi,z,90,Wood,force_z,peak_signal,10,30.860000000000003,12.886132080651667,25.1,18.45,27.725,12.2,39.6,19.275000000000002
2026-03-08 23:51:24,yaw_0_Plexi,xy,90,Wood,force_y,peak_signal,10,9.612468407750633,0.7363751400744772,9.421510811569783,9.063465318730694,9.814658803706825,8.845829823083404,11.120471777590565,0.751193484976131
2026-03-08 23:53:05,yaw_0_Plexi,yaw,90,Wood,torque_z,peak_signal,10,0.5014201183431952,0.08222093105011949,0.46094674556213017,0.4514792899408284,0.5355029585798816,0.4165680473372781,0.685207100591716,0.0840236686390532
2026-03-08 23:56:24,yaw_0_Plexi,yaw,90,Plexi,torque_z,peak_signal,10,0.5629585798816568,0.063129300943799,0.5633136094674556,0.5159763313609467,0.6144970414201183,0.4757396449704142,0.6650887573964497,0.09852071005917162
2026-03-08 23:58:47,yaw_0_Plexi,z,90,Plexi,force_z,peak_signal,10,35.25,16.016756850249052,26.5,20.3,29.775,12.6,39.7,27.474999999999998
2026-03-08 23:59:48,yaw_0_Plexi,xy,90,Plexi,force_y,peak_signal,10,6.554338668913227,0.6070130583959176,8.430777871384443,7.220162875596743,8.6905363661892725,6.812973883740522,8.975287840494243,0.47037349059252964
2026-03-09 00:02:12,yaw_0_Plexi,roll_pitch,90,Plexi,torque_x,peak_signal,10,8.174074074074074,0.40922993023784204,8.337962962962962,7.780092592592593,8.405092592592592,7.62037037037037,8.851851851851851,0.6249999999999991
2026-03-09 00:06:53,yaw_0_Plexi,roll_pitch,0,Plexi,torque_x|torque_y,peak_signal,10,8.310185185185187,0.4982866735660286,8.166666666666666,8.078703703703704,8.416666666666666,7.694444444444445,9.574074074074074,0.3379629629629619
